TPR_pattern,FPR_pattern,FPRn_pattern,SHD_pattern,SHD_cpdag,FPR_skel,FNR_skel,TP_skel,FN_skel,FP_skel,TN_skel,n_nodes,true_n_edges_skel,true_n_non_edges_skel,graph_type,replicate,algorithm,adjmat,parameters,data,time,ntests,id,score,cutoff,variablesel,selmethod,pruning,prunmethod,timeout
0.3125,0.201704545454545,1.47916666666667,52,56,1.375,0.583333333333333,10,14,33,133,20,24,166,dag,1,cdt_cam,myadjmats/syntren_dag_1,NA,fixed/filename=syntren_data_std_1.csv/n=500,46.3917626552284,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.340909090909091,0.160112359550562,1.29545454545455,43,41,1.18181818181818,0.545454545454545,10,12,26,142,20,22,168,dag,1,cdt_cam,myadjmats/syntren_dag_2,NA,fixed/filename=syntren_data_std_2.csv/n=500,42.4580071717501,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.461538461538462,0.149425287356322,1,40,40,0.961538461538462,0.5,13,13,25,139,20,26,164,dag,1,cdt_cam,myadjmats/syntren_dag_3,NA,fixed/filename=syntren_data_std_3.csv/n=500,48.3435154594481,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.544117647058823,0.183734939759036,0.897058823529412,46,46,0.882352941176471,0.441176470588235,19,15,30,126,20,34,156,dag,1,cdt_cam,myadjmats/syntren_dag_4,NA,fixed/filename=syntren_data_std_4.csv/n=500,46.216921698302,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.608695652173913,0.096045197740113,0.739130434782609,26,31,0.695652173913043,0.347826086956522,15,8,16,151,20,23,167,dag,1,cdt_cam,myadjmats/syntren_dag_5,NA,fixed/filename=syntren_data_std_5.csv/n=500,42.1617063134909,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.409090909090909,0.191011235955056,1.54545454545455,47,49,1.36363636363636,0.409090909090909,13,9,30,138,20,22,168,dag,1,cdt_cam,myadjmats/syntren_dag_6,NA,fixed/filename=syntren_data_std_6.csv/n=500,42.6564318723976,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.425,0.147222222222222,1.325,38,38,1.3,0.55,9,11,26,144,20,20,170,dag,1,cdt_cam,myadjmats/syntren_dag_7,NA,fixed/filename=syntren_data_std_7.csv/n=500,42.514018677175,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.394736842105263,0.140883977900552,1.34210526315789,37,40,1.21052631578947,0.473684210526316,10,9,23,148,20,19,171,dag,1,cdt_cam,myadjmats/syntren_dag_8,NA,fixed/filename=syntren_data_std_8.csv/n=500,43.4941252395511,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.630434782608696,0.138418079096045,1.06521739130435,33,37,0.91304347826087,0.217391304347826,18,5,21,146,20,23,167,dag,1,cdt_cam,myadjmats/syntren_dag_9,NA,fixed/filename=syntren_data_std_9.csv/n=500,42.47391166538,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
0.295454545454545,0.182584269662921,1.47727272727273,48,48,1.27272727272727,0.5,11,11,28,140,20,22,168,dag,1,cdt_cam,myadjmats/syntren_dag_10,NA,fixed/filename=syntren_data_std_10.csv/n=500,42.9528085291386,NA,cam,nonlinear,0.001,True,gamboost,True,gam,NA
